ligand,receptor,species,cell_sender,cell_receiver,co_exp_value,co_exp_number,co_exp_p,lr_score,rt_score,score,type,all_pair_mean,sender_receiver_pair_mean,all_pair_median,sender_receiver_pair_median,p_value
ENOX1,FGFR1,Human,Fibroblasts,Endothelial_cells,0.024390243902439025,5.0,0.007,0.993,1.0,0.9964938534682489,L,12.036193035552945,14.597704497703313,11.49637528486423,14.478664792043851,1.0
FAM20C,FGFR1,Human,Fibroblasts,Endothelial_cells,0.08292682926829269,17.0,0.0,1.0,1.0,1.0,L,12.307067231059955,14.281531638825143,11.721979059856618,14.228023678424911,1.0
IGFBP3,FGFR1,Human,Fibroblasts,Endothelial_cells,0.06341463414634146,13.0,0.0,1.0,1.0,1.0,L,12.147871711047188,14.69334565773589,11.527574231031679,14.880922102056344,1.0
IGFBP7,FGFR1,Human,Fibroblasts,Endothelial_cells,0.14146341463414633,28.999999999999996,0.0,1.0,1.0,1.0,L,12.358118580972905,14.013891549708372,11.85758420451102,13.969267725497994,1.0
ISLR,FGFR1,Human,Fibroblasts,Endothelial_cells,0.08292682926829269,17.0,0.0,1.0,1.0,1.0,L,12.21778722685634,14.281531638825143,11.652744258257494,14.228023678424911,1.0
NBL1,FGFR1,Human,Fibroblasts,Endothelial_cells,0.0975609756097561,20.0,0.002,0.998,1.0,0.9989994994993742,L,11.875738206905902,14.146230876229295,11.359506146483834,14.290100845994502,1.0
PCOLCE,FGFR1,Human,Fibroblasts,Endothelial_cells,0.1073170731707317,22.0,0.0,1.0,1.0,1.0,L,12.152627269413435,14.195170642788009,11.627591292216103,14.182646828682337,1.0
PDZD2,FGFR1,Human,Fibroblasts,Endothelial_cells,0.024390243902439025,5.0,0.001,0.999,1.0,0.999499874937461,L,12.14453574750919,14.597704497703313,11.73355461432979,14.478664792043851,1.0
PLAC9,FGFR1,Human,Fibroblasts,Endothelial_cells,0.024390243902439025,5.0,0.0,1.0,1.0,1.0,L,12.413197522328904,14.597704497703313,11.934169619475952,14.478664792043851,1.0
PLXDC1,FGFR1,Human,Fibroblasts,Endothelial_cells,0.05853658536585366,12.0,0.0,1.0,1.0,1.0,L,12.695547645149018,12.909876182101687,12.208353545050077,12.821968537746136,0.76415749349242
PODN,FGFR1,Human,Fibroblasts,Endothelial_cells,0.03414634146341464,7.000000000000001,0.0,1.0,1.0,1.0,L,11.975357752985598,13.190786478427865,11.279644596746632,12.746351993895573,0.9999983147712623
PTEN,FGFR1,Human,Fibroblasts,Endothelial_cells,0.12195121951219512,25.0,0.0,1.0,1.0,1.0,L,11.884630089763863,14.273705781116078,11.319358647545924,14.348753356420048,1.0
SFRP4,FGFR1,Human,Fibroblasts,Endothelial_cells,0.11219512195121951,23.0,0.0,1.0,1.0,1.0,L,12.48334773718224,12.95332082041412,11.904558815613145,12.631793119187014,0.9984865485537485
SOGA1,FGFR1,Human,Fibroblasts,Endothelial_cells,0.024390243902439025,5.0,0.006,0.994,1.0,0.9969954864491614,L,12.325806826341012,14.597704497703313,11.902125751786254,14.478664792043851,1.0
SPARC,FGFR1,Human,Fibroblasts,Endothelial_cells,0.14146341463414633,28.999999999999996,0.0,1.0,1.0,1.0,L,12.504406190209627,14.013891549708372,11.972679209080944,13.969267725497994,1.0
SPOCK2,FGFR1,Human,Fibroblasts,Endothelial_cells,0.05853658536585366,12.0,0.0,1.0,1.0,1.0,L,12.335943071687762,12.909876182101687,11.91268251575962,12.821968537746136,0.9884592253848813
FMOD,ITGA6,Human,Fibroblasts,Endothelial_cells,0.526829268292683,108.0,0.0,1.0,0.9999770091707073,0.9999885045192806,L,12.466587631339504,13.852184904663675,11.935604657664882,13.849932736865066,1.0
ISLR,ITGA6,Human,Fibroblasts,Endothelial_cells,0.43902439024390244,90.0,0.0,1.0,0.9999770091707073,0.9999885045192806,L,12.341038574925935,13.806513763643105,11.734035160358534,13.807678241006876,1.0
PODN,ITGA6,Human,Fibroblasts,Endothelial_cells,0.08292682926829269,17.0,0.0,1.0,0.9999770091707073,0.9999885045192806,L,12.2877411437779,13.926477454440514,11.548955551186511,13.763743946761107,1.0
PRELP,ITGA6,Human,Fibroblasts,Endothelial_cells,0.28780487804878047,58.99999999999999,0.0,1.0,0.9999770091707073,0.9999885045192806,L,12.827560407531255,13.858820841444468,12.212024893116322,13.85533508996094,1.0
ANGPTL6,FGFR3,Human,Fibroblasts,Endothelial_cells,0.05365853658536585,11.0,0.0,1.0,1.0,1.0,L,11.546507379867124,9.400616150948412,11.00432598015346,7.94326151505975,5.138116631615906e-34
EMC10,FGFR3,Human,Fibroblasts,Endothelial_cells,0.06341463414634146,13.0,0.0,1.0,1.0,1.0,L,11.642372965614546,12.650860412714067,11.176135573877836,11.610412251921533,0.9997917093576077
ENOX1,FGFR3,Human,Fibroblasts,Endothelial_cells,0.024390243902439025,5.0,0.0,1.0,1.0,1.0,L,11.874702698734174,11.990084034779683,11.398250879718063,10.727093735242956,0.06775880423179811
ERO1A,FGFR3,Human,Fibroblasts,Endothelial_cells,0.05365853658536585,11.0,0.0,1.0,1.0,1.0,L,11.57598595668887,9.400616150948412,11.040215068932438,7.94326151505975,1.9051175731009513e-36
FAM20C,FGFR3,Human,Fibroblasts,Endothelial_cells,0.09268292682926829,19.0,0.0,1.0,1.0,1.0,L,12.08284912230356,12.859819130061542,11.566726020267222,11.874925733795859,0.9999262696884386
FRZB,FGFR3,Human,Fibroblasts,Endothelial_cells,0.05365853658536585,11.0,0.0,1.0,1.0,1.0,L,11.709761331971526,9.400616150948412,11.165799709739808,7.94326151505975,6.786054786913177e-38
IGFBP2,FGFR3,Human,Fibroblasts,Endothelial_cells,0.07804878048780488,16.0,0.0,1.0,1.0,1.0,L,11.471617602563143,10.737115703893584,10.980716684831737,9.229820157303509,2.1297614880333036e-17
IGFBP3,FGFR3,Human,Fibroblasts,Endothelial_cells,0.08292682926829269,17.0,0.0,1.0,1.0,1.0,L,11.904345625036992,12.161566793306465,11.331025101280552,10.77617564142953,0.08285534656428956
IGFBP7,FGFR3,Human,Fibroblasts,Endothelial_cells,0.1024390243902439,21.0,0.0,1.0,1.0,1.0,L,12.192468760890856,13.532514949991082,11.732962971347048,13.01412143651953,1.0
ISLR,FGFR3,Human,Fibroblasts,Endothelial_cells,0.09268292682926829,19.0,0.0,1.0,1.0,1.0,L,11.99055750479011,12.859819130061542,11.443710496600538,11.874925733795859,0.9999968710647897
METRN,FGFR3,Human,Fibroblasts,Endothelial_cells,0.05365853658536585,11.0,0.0,1.0,1.0,1.0,L,11.515727108932538,9.400616150948412,11.099914630700393,7.94326151505975,1.304165647528274e-36
METRNL,FGFR3,Human,Fibroblasts,Endothelial_cells,0.03414634146341464,7.000000000000001,0.001,0.999,1.0,0.999499874937461,L,12.040561614461316,13.450488036141431,11.577544273582335,13.126981272636815,0.9999999999996584
NBL1,FGFR3,Human,Fibroblasts,Endothelial_cells,0.06829268292682927,14.000000000000002,0.0,1.0,1.0,1.0,L,11.722407659373127,13.588320145478956,11.236637448463494,12.92597457412325,1.0
NDFIP1,FGFR3,Human,Fibroblasts,Endothelial_cells,0.06341463414634146,13.0,0.0,1.0,1.0,1.0,L,11.704515248061629,12.048677501537409,11.232981891330816,10.986073435804443,0.47169470208343445
PCOLCE,FGFR3,Human,Fibroblasts,Endothelial_cells,0.0975609756097561,20.0,0.0,1.0,1.0,1.0,L,11.971513519214982,13.045914536193061,11.514973331053195,12.243776517950401,0.9999999999630804
PDZD2,FGFR3,Human,Fibroblasts,Endothelial_cells,0.024390243902439025,5.0,0.0,1.0,1.0,1.0,L,11.931470896180727,11.990084034779683,11.546979130778547,10.727093735242956,0.035636220294279396
PLAC9,FGFR3,Human,Fibroblasts,Endothelial_cells,0.024390243902439025,5.0,0.0,1.0,1.0,1.0,L,12.156631554990247,11.990084034779683,11.755214458704916,10.727093735242956,0.004720604844531164
PLXDC1,FGFR3,Human,Fibroblasts,Endothelial_cells,0.00975609756097561,2.0,0.032,0.968,1.0,0.9838699100999074,L,12.618140545346261,16.307385207200426,12.209254554547478,16.347784673622307,1.0
PTEN,FGFR3,Human,Fibroblasts,Endothelial_cells,0.09268292682926829,19.0,0.0,1.0,1.0,1.0,L,11.71583917191703,13.137053478928575,11.210319183209846,12.150746838279437,1.0
SDCBP,FGFR3,Human,Fibroblasts,Endothelial_cells,0.05853658536585366,12.0,0.001,0.999,1.0,0.999499874937461,L,11.749609266240663,12.261946944639215,11.2298348371547,10.822450514454994,0.5169853721112289
SFRP4,FGFR3,Human,Fibroblasts,Endothelial_cells,0.024390243902439025,5.0,0.0,1.0,1.0,1.0,L,12.413656104119987,15.85369468112561,11.938032152080282,16.173108554756848,1.0
SOGA1,FGFR3,Human,Fibroblasts,Endothelial_cells,0.024390243902439025,5.0,0.0,1.0,1.0,1.0,L,12.159766733775681,11.990084034779683,11.843933568112707,10.727093735242956,0.0028173047121185712
SPARC,FGFR3,Human,Fibroblasts,Endothelial_cells,0.1024390243902439,21.0,0.0,1.0,1.0,1.0,L,12.317792220942662,13.532514949991082,11.873961395007196,13.01412143651953,1.0
FMOD,ITGB4,Human,Fibroblasts,Endothelial_cells,0.16585365853658537,34.0,0.0,1.0,0.9461565998035714,0.9727058135960591,L,12.367255761414759,13.648493451081322,11.830841360737885,13.228926915768389,1.0
ISLR,ITGB4,Human,Fibroblasts,Endothelial_cells,0.14146341463414633,28.999999999999996,0.0,1.0,0.9461565998035714,0.9727058135960591,L,12.215495294220075,13.362446351376496,11.58178184458232,12.79718796792607,1.0
PODN,ITGB4,Human,Fibroblasts,Endothelial_cells,0.024390243902439025,5.0,0.003,0.997,0.9461565998035714,0.9712456589370996,L,12.23544377757759,14.523758995265506,11.466052918389483,14.26913055589472,1.0
PRELP,ITGB4,Human,Fibroblasts,Endothelial_cells,0.07317073170731707,14.999999999999998,0.0,1.0,0.9461565998035714,0.9727058135960591,L,12.822475628822362,14.506588368779521,12.193099722768718,14.51608853485569,1.0
CST2,RAMP3,Human,Fibroblasts,Endothelial_cells,0.12682926829268293,26.0,0.0,1.0,0.9996934480034418,0.9998467122531542,L,13.134155345525366,13.179712981397106,12.8949295104673,12.956063118300097,0.5442540397545359
CST4,RAMP3,Human,Fibroblasts,Endothelial_cells,0.12682926829268293,26.0,0.0,1.0,0.9996934480034418,0.9998467122531542,L,13.140025815658346,13.179712981397106,12.899185297803005,12.956063118300097,0.5293514976528538
MGP,RAMP3,Human,Fibroblasts,Endothelial_cells,0.25853658536585367,53.0,0.0,1.0,0.9996934480034418,0.9998467122531542,L,12.939785893232749,13.37190491193333,12.609449708228755,13.079680087423537,0.999973554027058
NBL1,RAMP3,Human,Fibroblasts,Endothelial_cells,0.3853658536585366,79.0,0.0,1.0,0.9996934480034418,0.9998467122531542,L,12.840239929982872,14.107989190135399,12.530017269040343,14.226702887283366,1.0
PLAC9,RAMP3,Human,Fibroblasts,Endothelial_cells,0.09268292682926829,19.0,0.0,1.0,0.9996934480034418,0.9998467122531542,L,13.692551065740732,14.257874215163916,13.54436029311028,14.207098472996313,0.9999937533173596
RNASET2,RAMP3,Human,Fibroblasts,Endothelial_cells,0.14634146341463414,29.999999999999996,0.0,1.0,0.9996934480034418,0.9998467122531542,L,13.075601224102096,13.483509023486057,12.874887695795287,13.260060965863905,0.999423285980416
SCRG1,RAMP3,Human,Fibroblasts,Endothelial_cells,0.12682926829268293,26.0,0.0,1.0,0.9996934480034418,0.9998467122531542,L,13.489715419145634,13.179712981397106,13.294420772155473,12.956063118300097,0.004428209786724926
SFRP4,RAMP3,Human,Fibroblasts,Endothelial_cells,0.40487804878048783,83.0,0.0,1.0,0.9996934480034418,0.9998467122531542,L,12.980525962530757,13.41176352320216,12.6576417474423,13.146228294701498,0.9999985535447131
SCRG1,CALCRL,Human,Fibroblasts,Endothelial_cells,0.11707317073170732,24.0,0.0,1.0,0.8589364325560884,0.9267882350116926,L,13.594788899541516,13.31112834274532,13.40444274835936,13.003751113450862,0.012543969671664023
EMC10,EPHB4,Human,Ductal_,Endothelial_cells,0.09349593495934959,46.0,0.0,1.0,0.9999068263460289,0.9999534120877976,L,11.836313789686168,11.308401839932404,11.37533919996617,10.917479699696761,2.8471162119185534e-34
HDGF,EPHB4,Human,Ductal_,Endothelial_cells,0.1910569105691057,94.0,0.0,1.0,0.9999068263460289,0.9999534120877976,L,11.866510915477178,11.3785175147702,11.388772128182621,11.01131171685514,3.9601638580702434e-36
LAD1,EPHB4,Human,Ductal_,Endothelial_cells,0.10975609756097561,54.0,0.0,1.0,0.9999068263460289,0.9999534120877976,L,11.9680652620646,11.655151810376442,11.562719801620108,11.290465032505296,2.507893367361717e-11
LYPD6,EPHB4,Human,Ductal_,Endothelial_cells,0.03861788617886179,19.0,0.0,1.0,0.9999068263460289,0.9999534120877976,L,11.7383979596523,11.108114158990016,11.397795406914195,10.483469231418997,4.760095613026201e-19
METRN,EPHB4,Human,Ductal_,Endothelial_cells,0.024390243902439025,12.0,0.002,0.998,0.9999068263460289,0.9989529581984012,L,11.785406715271792,11.562898662341595,11.415144381935633,11.179055968903537,0.023252811815364795
SAMD1,EPHB4,Human,Ductal_,Endothelial_cells,0.034552845528455285,17.0,0.0,1.0,0.9999068263460289,0.9999534120877976,L,12.054307623253646,12.275057662864153,11.60294376367241,11.930441881340025,0.9996894757509995
SDCBP,EPHB4,Human,Ductal_,Endothelial_cells,0.16666666666666666,82.0,0.0,1.0,0.9999068263460289,0.9999534120877976,L,11.97822304935197,11.700475303432897,11.536920087642716,11.30595077288753,1.04314258144476e-11
TMEM25,EPHB4,Human,Ductal_,Endothelial_cells,0.008130081300813009,4.0,0.004,0.996,0.9999068263460289,0.9979515013469566,L,11.698275144127566,9.815750554993816,11.272234149711986,9.375777005133271,5.962705386464526e-35
ZBED3,EPHB4,Human,Ductal_,Endothelial_cells,0.014227642276422764,7.0,0.007,0.993,0.9999068263460289,0.9964474289000934,L,11.829930580751137,12.425623147766995,11.467922372861393,12.36739886608276,1.0
IGFALS,ITGA6,Human,Ductal_,Endothelial_cells,0.02032520325203252,10.0,0.0,1.0,0.9987926517859819,0.9993961435716979,L,12.088090033130788,10.642003176794507,11.878816959802341,10.837930003627255,1.2701917020459866e-53
IGFALS,NOTCH4,Human,Ductal_,Endothelial_cells,0.016260162601626018,8.0,0.0,1.0,0.9977344639800263,0.998866589680537,L,11.583528747085817,10.470467489840765,11.363645939669151,10.259661234516685,1.0534779002223662e-15
ADGRB1,FGFR1,Human,Ductal_,Endothelial_cells,0.0020325203252032522,1.0,0.047,0.953,0.9999999999999716,0.9762171889492486,L,13.215545396466048,9.548278687988619,12.638322747849077,9.21842388354053,3.919880705208638e-07
CREG2,FGFR1,Human,Ductal_,Endothelial_cells,0.006097560975609756,3.0,0.033,0.967,0.9999999999999716,0.9833615815151476,L,11.488063330200157,11.193904605191134,10.66722615416631,10.66960849174462,0.35974446076274924
EMC10,FGFR1,Human,Ductal_,Endothelial_cells,0.07317073170731707,36.0,0.004,0.996,0.9999999999999716,0.9979979959899578,L,11.808341465636095,11.423590169017956,11.294291285670734,11.035308523200397,1.6710944177019102e-09
HDGF,FGFR1,Human,Ductal_,Endothelial_cells,0.10569105691056911,52.0,0.003,0.997,0.9999999999999716,0.9984988733093151,L,11.714214032555116,11.429737558857587,11.142274882895634,11.072953432327479,6.090145039651619e-06
IGFALS,FGFR1,Human,Ductal_,Endothelial_cells,0.008130081300813009,4.0,0.009,0.991,0.9999999999999716,0.9954898291795712,L,11.460068074257935,11.02071514795616,11.155798992059765,10.876119237966925,0.001580976458292312
LAD1,FGFR1,Human,Ductal_,Endothelial_cells,0.07723577235772358,38.0,0.0,1.0,0.9999999999999716,0.9999999999999858,L,11.845885582687112,11.67592753885833,11.283170006035327,11.326282451949323,0.06185284504983666
LYPD6,FGFR1,Human,Ductal_,Endothelial_cells,0.02032520325203252,10.0,0.0,1.0,0.9999999999999716,0.9999999999999858,L,11.798845987195113,11.336495614135007,11.384098107054355,10.733121763466526,4.0661460400392e-07
NBL1,FGFR1,Human,Ductal_,Endothelial_cells,0.11382113821138211,56.0,0.0,1.0,0.9999999999999716,0.9999999999999858,L,11.875738206905902,11.221653503336533,11.359506146483834,10.75668691450023,4.817794132487844e-37
NDFIP1,FGFR1,Human,Ductal_,Endothelial_cells,0.07317073170731707,36.0,0.007,0.993,0.9999999999999716,0.9964938534682348,L,11.901715538642117,11.227251769593856,11.403358128867893,10.935848986233431,2.3389203344094669e-32
SAMD1,FGFR1,Human,Ductal_,Endothelial_cells,0.018292682926829267,9.0,0.008,0.992,0.9999999999999716,0.9959919678390844,L,12.094799006245525,12.35483825885103,11.566599966212086,12.08955053027579,0.9994344918200154
SDCBP,FGFR1,Human,Ductal_,Endothelial_cells,0.08943089430894309,44.0,0.009,0.991,0.9999999999999716,0.9954898291795712,L,11.910949602373533,11.746778454896667,11.375283605172015,11.406914589880015,0.0278396029716764
TMEM25,FGFR1,Human,Ductal_,Endothelial_cells,0.008130081300813009,4.0,0.014,0.986,0.9999999999999716,0.9929753269844986,L,11.9304385176304,9.927910750360782,11.470675342651752,9.636999239327455,4.433845211511514e-22
TULP3,FGFR1,Human,Ductal_,Endothelial_cells,0.02032520325203252,10.0,0.007,0.993,0.9999999999999716,0.9964938534682348,L,11.676654123670666,11.793862801750683,11.262784687887493,11.438561356296693,0.9683251415966768
YBX1,FGFR1,Human,Ductal_,Endothelial_cells,0.08333333333333333,41.0,0.001,0.999,0.9999999999999716,0.9994998749374467,L,12.010955822595854,12.184060473482363,11.451291328885473,11.966475034686368,0.9999999880667002
ZBED3,FGFR1,Human,Ductal_,Endothelial_cells,0.016260162601626018,8.0,0.006,0.994,0.9999999999999716,0.9969954864491473,L,11.80286381539827,12.119335898226753,11.319353573089007,12.148476459073079,0.9999959542545055
ODAM,F2R,Human,Ductal_,Endothelial_cells,0.012195121951219513,6.0,0.0,1.0,0.8406434785899003,0.9168661181382483,L,11.277866405318466,9.820083433601003,11.037375461837875,9.593734920939339,3.0883352133540926e-26
LEAP2,CALCRL,Human,Ductal_,Endothelial_cells,0.0040650406504065045,2.0,0.0,1.0,0.9803304727340523,0.9901163935285853,L,15.598420846191468,12.698123795420107,15.767258001656213,12.638060298877647,5.337070610602719e-07
SCGB2A1,CALCRL,Human,Ductal_,Endothelial_cells,0.02032520325203252,10.0,0.0,1.0,0.9803304727340523,0.9901163935285853,L,12.05126718051709,10.515415590384997,11.758199371313236,10.081813265205316,4.5988705039069545e-36
SPINK4,CALCRL,Human,Ductal_,Endothelial_cells,0.018292682926829267,9.0,0.0,1.0,0.9803304727340523,0.9901163935285853,L,12.309169397669024,11.420862446759031,11.706022134738792,10.857542624925946,6.377062068796489e-12
ADA2,RAMP3,Human,Ductal_,Endothelial_cells,0.08739837398373984,43.0,0.0,1.0,0.999999933035844,0.9999999665179214,L,12.300754104536322,10.503204676870103,11.969987025585478,10.155345362713707,5.532479219194532e-202
ADPGK,RAMP3,Human,Ductal_,Endothelial_cells,0.06707317073170732,33.0,0.0,1.0,0.999999933035844,0.9999999665179214,L,12.576533489577152,11.025702226596634,12.228537202839117,10.764948152284868,9.80761066940062e-164
CREG2,RAMP3,Human,Ductal_,Endothelial_cells,0.0040650406504065045,2.0,0.004,0.996,0.999999933035844,0.9979979625749246,L,12.941867566802852,11.144172440917414,12.619408910679589,10.650094796695033,3.4185912094869103e-15
CST2,RAMP3,Human,Ductal_,Endothelial_cells,0.056910569105691054,28.0,0.0,1.0,0.999999933035844,0.9999999665179214,L,13.134155345525366,11.005663484987993,12.8949295104673,10.543134267712695,1.686255214702689e-241
CST4,RAMP3,Human,Ductal_,Endothelial_cells,0.054878048780487805,27.0,0.0,1.0,0.999999933035844,0.9999999665179214,L,13.140025815658346,11.095774122800067,12.899185297803005,10.66701282613323,6.5031622963214216e-226
CST5,RAMP3,Human,Ductal_,Endothelial_cells,0.022357723577235773,11.0,0.0,1.0,0.999999933035844,0.9999999665179214,L,12.641742185586898,10.765464657738033,12.214746034120292,10.295061960222993,4.824016359033334e-85
CST6,RAMP3,Human,Ductal_,Endothelial_cells,0.008130081300813009,4.0,0.005,0.995,0.999999933035844,0.9974968337647316,L,14.077645266539442,10.36331242899743,14.1385184939605,9.933411282691234,3.7532078030577375e-92
GNLY,RAMP3,Human,Ductal_,Endothelial_cells,0.01016260162601626,5.0,0.0,1.0,0.999999933035844,0.9999999665179214,L,12.080996173641159,10.16506633403386,11.844937354411435,9.85735910781576,2.562292501798567e-38
LEAP2,RAMP3,Human,Ductal_,Endothelial_cells,0.0040650406504065045,2.0,0.0,1.0,0.999999933035844,0.9999999665179214,L,15.565723443176767,12.539072060080088,15.93822103829749,12.331674789861687,9.326737945507013e-08
NBL1,RAMP3,Human,Ductal_,Endothelial_cells,0.3170731707317073,156.0,0.0,1.0,0.999999933035844,0.9999999665179214,L,12.840239929982872,10.987288888286562,12.530017269040343,10.531238278022204,0.0
