ligand,receptor,species,type
TNC,ITGA2,Human,LRDB
EGF,EGFR,Human,LRDB
EGF,LDLR,Human,LRDB
EGF,FSHR,Human,LRDB
EGF,ERBB3,Human,LRDB
EGF,ADRB2,Human,LRDB
EGF,CAV1,Human,LRDB
EGF,RHBDL2,Human,LRDB
EGF,ERBB2,Human,LRDB
EGF,ERBB4,Human,LRDB
EGF,NRP1,Human,LRDB
EGF,AXL,Human,LRDB
SEMA3C,PLXND1,Human,LRDB
SEMA3C,NRP1,Human,LRDB
SEMA3C,NRP2,Human,LRDB
SEMA3A,PLXNA4,Human,LRDB
SEMA3A,PLXNA3,Human,LRDB
SEMA3A,PLXNA1,Human,LRDB
SEMA3A,NRP1,Human,LRDB
SEMA3A,PLXNA2,Human,LRDB
SEMA3A,NRP2,Human,LRDB
WNT2,FZD1,Human,LRDB
WNT2,FZD4,Human,LRDB
WNT2,FZD9,Human,LRDB
WNT2,FZD7,Human,LRDB
WNT2,FZD3,Human,LRDB
WNT2,FZD8,Human,LRDB
WNT2,FZD5,Human,LRDB
WNT2,FZD2,Human,LRDB
NPTX2,NPTXR,Human,LRDB
GAL,ADRA2A,Human,LRDB
GAL,MTNR1A,Human,LRDB
GAL,GALR2,Human,LRDB
GAL,GRM7,Human,LRDB
GAL,GPR151,Human,LRDB
GAL,GALR1,Human,LRDB
ADAM2,ITGB1,Human,LRDB
ADAM2,CD9,Human,LRDB
ADAM2,ITGA6,Human,LRDB
ADAM2,ITGB7,Human,LRDB
ADAM28,ITGA4,Human,LRDB
SLIT1,ROBO1,Human,LRDB
SLIT1,FLRT3,Human,LRDB
TIMP3,CD44,Human,LRDB
TIMP3,MET,Human,LRDB
TIMP3,AGTR2,Human,LRDB
INHBE,ACVR2B,Human,LRDB
LUM,ITGB1,Human,LRDB
DHH,PTCH1,Human,LRDB
DHH,HHIP,Human,LRDB
DHH,BOC,Human,LRDB
DHH,CDON,Human,LRDB
DHH,PTCH2,Human,LRDB
NPFF,NPFFR1,Human,LRDB
NPFF,NPFFR2,Human,LRDB
FGF7,FGFR2,Human,LRDB
FGF7,FGFR4,Human,LRDB
FGF7,FGFR1,Human,LRDB
FGF7,FGFR3,Human,LRDB
HDC,HRH1,Human,LRDB
HDC,HRH2,Human,LRDB
HDC,HRH3,Human,LRDB
MFGE8,ITGB3,Human,LRDB
IGFBP4,FZD8,Human,LRDB
PTH2,PTH1R,Human,LRDB
PTH2,ADCYAP1R1,Human,LRDB
PTH2,TSHR,Human,LRDB
PTH2,GPR20,Human,LRDB
PTH2,GPR84,Human,LRDB
PTH2,ADRB2,Human,LRDB
PTH2,ADRB3,Human,LRDB
PTH2,VIPR1,Human,LRDB
PTH2,PTH2R,Human,LRDB
PROK1,PROKR1,Human,LRDB
CGN,F11R,Human,LRDB
CGN,TGFBR2,Human,LRDB
CGN,OCLN,Human,LRDB
CGN,TGFBR1,Human,LRDB
LEFTY1,ACVR2B,Human,LRDB
LEFTY1,ACVR1B,Human,LRDB
REN,ATP6AP2,Human,LRDB
GDF7,BMPR2,Human,LRDB
GDF7,BMPR1A,Human,LRDB
CALM2,KCNQ3,Human,LRDB
CALM2,EGFR,Human,LRDB
CALM2,KCNQ5,Human,LRDB
CALM2,GRM7,Human,LRDB
CALM2,MYLK,Human,LRDB
CALM2,PDE1A,Human,LRDB
CALM2,INSR,Human,LRDB
CALM2,ADCY8,Human,LRDB
CALM2,PDE1C,Human,LRDB
CALM2,GP6,Human,LRDB
CALM2,SCN10A,Human,LRDB
CALM2,PLPP6,Human,LRDB
CALM2,AQP6,Human,LRDB
CALM2,GRM5,Human,LRDB
CALM2,MYLK2,Human,LRDB
CALM2,AQP1,Human,LRDB
CALM2,SCN4A,Human,LRDB
NXPH2,NRXN1,Human,LRDB
LRIG1,EGFR,Human,LRDB
LRIG1,MET,Human,LRDB
UCN2,IL10RB,Human,LRDB
UCN2,CRHR2,Human,LRDB
UCN2,CRHR1,Human,LRDB
SFRP2,FZD5,Human,LRDB
MEGF10,ABCA1,Human,LRDB
IL9,IL2RG,Human,LRDB
FGF18,FGFR2,Human,LRDB
FGF18,FGFR4,Human,LRDB
FGF18,FGFR1,Human,LRDB
FGF18,FGFR3,Human,LRDB
CRH,ADCYAP1R1,Human,LRDB
CRH,ADRB2,Human,LRDB
CRH,CRHR2,Human,LRDB
CRH,GPR84,Human,LRDB
CRH,PTH1R,Human,LRDB
CRH,VIPR1,Human,LRDB
CRH,GPR20,Human,LRDB
CRH,MC2R,Human,LRDB
CRH,CRHR1,Human,LRDB
CRH,ADRB3,Human,LRDB
CRH,TSHR,Human,LRDB
RSPO2,LGR6,Human,LRDB
RSPO2,LGR4,Human,LRDB
RSPO2,ZNRF3,Human,LRDB
IFNA1,IFNAR2,Human,LRDB
IFNA1,CR2,Human,LRDB
LIN7C,ABCA1,Human,LRDB
LIN7C,KCNJ4,Human,LRDB
SERPING1,SELE,Human,LRDB
GPHA2,EPHA6,Human,LRDB
GPHA2,TSHR,Human,LRDB
CTF1,IL6ST,Human,LRDB
IL18,CD48,Human,LRDB
IL18,IL18R1,Human,LRDB
IL18,IL1RAPL1,Human,LRDB
IL18,IL18BP,Human,LRDB
QDPR,DYSF,Human,LRDB
PIGF,FLT1,Human,LRDB
TNFSF4,TNFRSF4,Human,LRDB
PTH,ADCYAP1R1,Human,LRDB
PTH,ADRB2,Human,LRDB
PTH,GPR84,Human,LRDB
PTH,PTH1R,Human,LRDB
PTH,VIPR1,Human,LRDB
PTH,GPR20,Human,LRDB
PTH,ADRB3,Human,LRDB
PTH,TSHR,Human,LRDB
BMP3,ACVR2B,Human,LRDB
BMP3,BMPR2,Human,LRDB
BMP3,BMPR1A,Human,LRDB
BMP3,BMPR1B,Human,LRDB
BMP6,HJV,Human,LRDB
BMP6,BMPR2,Human,LRDB
BMP6,BMPR1A,Human,LRDB
BMP6,BMPR1B,Human,LRDB
SEMA3D,PLXND1,Human,LRDB
WNT3A,LRP5,Human,LRDB
WNT3A,FZD5,Human,LRDB
WNT3A,ROR1,Human,LRDB
WNT3A,ATP6AP2,Human,LRDB
WNT3A,APCDD1,Human,LRDB
WNT3A,RYK,Human,LRDB
WNT3A,FZD1,Human,LRDB
WNT3A,FZD7,Human,LRDB
WNT3A,FZD3,Human,LRDB
WNT3A,FZD8,Human,LRDB
WNT3A,FZD2,Human,LRDB
WNT3A,FZD6,Human,LRDB
APP,VLDLR,Human,LRDB
APP,MTNR1A,Human,LRDB
APP,FPR2,Human,LRDB
APP,GRM7,Human,LRDB
APP,LRP10,Human,LRDB
APP,PLD1,Human,LRDB
APP,TSPAN15,Human,LRDB
APP,DCC,Human,LRDB
APP,CAV1,Human,LRDB
APP,RPSA,Human,LRDB
APP,TNFRSF21,Human,LRDB
APP,NCSTN,Human,LRDB
APP,AGER,Human,LRDB
WNT7A,LDLR,Human,LRDB
WNT7A,RECK,Human,LRDB
WNT7A,FZD9,Human,LRDB
WNT7A,FZD5,Human,LRDB
DKK2,KREMEN2,Human,LRDB
WIF1,RYK,Human,LRDB
ADAMTS3,CCBE1,Human,LRDB
CXCL13,CCR10,Human,LRDB
CXCL13,CXCR3,Human,LRDB
CXCL13,GRM7,Human,LRDB
CXCL13,CXCR5,Human,LRDB
CXCL13,MTNR1A,Human,LRDB
GDF6,BMPR2,Human,LRDB
GDF6,BMPR1A,Human,LRDB
GDF6,BMPR1B,Human,LRDB
NODAL,ACVR2B,Human,LRDB
NODAL,SMAD3,Human,LRDB
NODAL,ACVR1B,Human,LRDB
SST,SSTR5,Human,LRDB
SST,SSTR2,Human,LRDB
SST,MTNR1A,Human,LRDB
SST,SSTR3,Human,LRDB
SST,GRM7,Human,LRDB
WNT4,FZD8,Human,LRDB
WNT4,FZD2,Human,LRDB
WNT4,FZD6,Human,LRDB
ACE,BDKRB2,Human,LRDB
ACE,AGTR2,Human,LRDB
AGRP,MC4R,Human,LRDB
AGRP,MC5R,Human,LRDB
AGRP,SDC3,Human,LRDB
PIP,AQP5,Human,LRDB
CALM3,KCNQ3,Human,LRDB
CALM3,KCNQ5,Human,LRDB
CALM3,ESR1,Human,LRDB
CALM3,GRM7,Human,LRDB
CALM3,MYLK,Human,LRDB
CALM3,PDE1A,Human,LRDB
CALM3,INSR,Human,LRDB
CALM3,RYR2,Human,LRDB
CALM3,PDE1C,Human,LRDB
CALM3,GP6,Human,LRDB
CALM3,SCN10A,Human,LRDB
CALM3,AQP6,Human,LRDB
CALM3,GRM5,Human,LRDB
CALM3,MYLK2,Human,LRDB
CALM3,AR,Human,LRDB
CALM3,AQP1,Human,LRDB
CALM3,SCN4A,Human,LRDB
TFF2,MUC6,Human,LRDB
TFF1,MUC5AC,Human,LRDB
S100B,ALCAM,Human,LRDB
S100B,AGER,Human,LRDB
S100A1,TRPM3,Human,LRDB
S100A1,RYR2,Human,LRDB
S100A1,RYR1,Human,LRDB
S100A1,TLR4,Human,LRDB
S100A1,AGER,Human,LRDB
SCGB3A1,MARCO,Human,LRDB
HCRT,HCRTR1,Human,LRDB
HCRT,NPFFR2,Human,LRDB
HCRT,HCRTR2,Human,LRDB
SHANK1,ADGRB2,Human,LRDB
SHANK1,ABCA1,Human,LRDB
SHANK1,SSTR2,Human,LRDB
SHANK1,ADGRL2,Human,LRDB
SHANK1,ADGRL1,Human,LRDB
WNT1,RYK,Human,LRDB
WNT1,ROR2,Human,LRDB
WNT1,LRP5,Human,LRDB
WNT1,FZD9,Human,LRDB
WNT1,FZD3,Human,LRDB
WNT1,FZD8,Human,LRDB
WNT1,FZD5,Human,LRDB
CXCL16,GRM7,Human,LRDB
CXCL16,MTNR1A,Human,LRDB
CXCL16,CXCR6,Human,LRDB
TNFSF12,TNFRSF25,Human,LRDB
TNFSF12,TNFRSF12A,Human,LRDB
FGF11,FGFR2,Human,LRDB
FGF11,FGFR1,Human,LRDB
FGF11,FGFR3,Human,LRDB
NTN3,NEO1,Human,LRDB
NTN3,CDON,Human,LRDB
FGF19,FGFR2,Human,LRDB
FGF19,FGFR1,Human,LRDB
FGF19,FGFR3,Human,LRDB
DRAXIN,DCC,Human,LRDB
VCAM1,ITGA4,Human,LRDB
VCAM1,ITGB1,Human,LRDB
VCAM1,ITGB2,Human,LRDB
VCAM1,EZR,Human,LRDB
VCAM1,MSN,Human,LRDB
VCAM1,ITGAD,Human,LRDB
ARPC5,ADRB2,Human,LRDB
ARPC5,LDLR,Human,LRDB
INHBB,ACVR2B,Human,LRDB
INHBB,SMAD3,Human,LRDB
INHBB,ACVR1B,Human,LRDB
BMP10,ENG,Human,LRDB
BMP10,ACVRL1,Human,LRDB
BMP10,BMPR2,Human,LRDB
BMP10,BMPR1A,Human,LRDB
BMP10,BMPR1B,Human,LRDB
TGFA,ERBB4,Human,LRDB
COL6A3,ITGB1,Human,LRDB
COL6A3,ITGA2,Human,LRDB
PROK2,PROKR1,Human,LRDB
IHH,PTCH1,Human,LRDB
IHH,HHIP,Human,LRDB
IHH,BOC,Human,LRDB
IHH,CDON,Human,LRDB
IHH,PTCH2,Human,LRDB
CXCL3,MTNR1A,Human,LRDB
CXCL3,CXCR2,Human,LRDB
CXCL3,GRM7,Human,LRDB
CXCL5,MTNR1A,Human,LRDB
CXCL5,ACKR1,Human,LRDB
CXCL5,CXCR2,Human,LRDB
CXCL5,GRM7,Human,LRDB
PPBP,MTNR1A,Human,LRDB
PPBP,ACKR1,Human,LRDB
PPBP,CXCR2,Human,LRDB
PPBP,GRM7,Human,LRDB
PF4,CXCR3,Human,LRDB
PF4,FGFR2,Human,LRDB
PF4,SDC2,Human,LRDB
PF4,ACKR1,Human,LRDB
PF4,GRM7,Human,LRDB
PF4,LDLR,Human,LRDB
PF4,THBD,Human,LRDB
PF4,MTNR1A,Human,LRDB
UCN,CRHR1,Human,LRDB
UCN,CRHR2,Human,LRDB
TDGF1,ACVR2B,Human,LRDB
TDGF1,SMAD3,Human,LRDB
TDGF1,ACVR1B,Human,LRDB
LIPH,LPAR1,Human,LRDB
LIPH,LPAR4,Human,LRDB
LIPH,LPAR2,Human,LRDB
MELTF,TFRC,Human,LRDB
CAMP,P2RX7,Human,LRDB
CAMP,FPR2,Human,LRDB
IL15,IL15RA,Human,LRDB
IL15,IL2RA,Human,LRDB
IL15,IL2RG,Human,LRDB
SCGB3A2,MARCO,Human,LRDB
SPINK1,NRSN1,Human,LRDB
IL3,CSF2RB,Human,LRDB
IL3,IL3RA,Human,LRDB
CSF2,ITGB1,Human,LRDB
CSF2,CSF2RB,Human,LRDB
CSF2,CSF2RA,Human,LRDB
CSF2,IL3RA,Human,LRDB
CSF2,SDC2,Human,LRDB
CSF2,CSF3R,Human,LRDB
FABP5,RXRA,Human,LRDB
SHH,SCUBE2,Human,LRDB
SHH,BOC,Human,LRDB
SHH,GPC5,Human,LRDB
SHH,CDON,Human,LRDB
SHH,GAS1,Human,LRDB
SHH,PTCH1,Human,LRDB
SHH,PTCH2,Human,LRDB
COL1A2,CD44,Human,LRDB
COL1A2,ITGB1,Human,LRDB
COL1A2,ITGA11,Human,LRDB
COL1A2,ITGB3,Human,LRDB
COL1A2,CD36,Human,LRDB
DEFB1,CCR6,Human,LRDB
COL14A1,CD44,Human,LRDB
VEGFD,ITGA4,Human,LRDB
VEGFD,ITGB1,Human,LRDB
VEGFD,NRP2,Human,LRDB
ARF6,PLD1,Human,LRDB
ARF6,SMAP1,Human,LRDB
JAM3,ITGB1,Human,LRDB
JAM3,ITGB2,Human,LRDB
HSP90B1,TLR9,Human,LRDB
HSP90B1,TLR7,Human,LRDB
HSP90B1,TLR4,Human,LRDB
HSP90B1,TLR1,Human,LRDB
COL6A2,ITGB1,Human,LRDB
ANGPTL4,GPIHBP1,Human,LRDB
ANGPTL4,TIE1,Human,LRDB
FADD,ABCA1,Human,LRDB
FADD,FAS,Human,LRDB
FADD,TRADD,Human,LRDB
PNOC,GRM7,Human,LRDB
PNOC,OPRL1,Human,LRDB
PNOC,MTNR1A,Human,LRDB
PRL,PRLR,Human,LRDB
CCL11,CXCR3,Human,LRDB
CCL11,CCR3,Human,LRDB
CCL11,DPP4,Human,LRDB
CCL11,ACKR1,Human,LRDB
CCL11,ACKR2,Human,LRDB
NRTN,RET,Human,LRDB
NRTN,GFRA2,Human,LRDB
NRTN,GFRA1,Human,LRDB
IGF1,INSR,Human,LRDB
IGF1,IGF2R,Human,LRDB
INSL5,MTNR1A,Human,LRDB
INSL5,RXFP4,Human,LRDB
INSL5,RXFP3,Human,LRDB
INSL5,GRM7,Human,LRDB
IL16,GRIN2B,Human,LRDB
IL16,KCNJ4,Human,LRDB
IL16,KCNJ15,Human,LRDB
IL16,KCNA3,Human,LRDB
IL16,KCNJ10,Human,LRDB
IL16,KCND2,Human,LRDB
IL16,GRIN2A,Human,LRDB
HSPA4,TLR4,Human,LRDB
PCSK9,VLDLR,Human,LRDB
PCSK9,LDLR,Human,LRDB
SEMA3E,PLXND1,Human,LRDB
IL12A,IL12RB1,Human,LRDB
IL12A,CD28,Human,LRDB
TRH,TRHR,Human,LRDB
DEFB4A,CCR6,Human,LRDB
DEFB4A,TLR4,Human,LRDB
CD14,ITGA4,Human,LRDB
CD14,ITGB1,Human,LRDB
CD14,TLR6,Human,LRDB
CD14,TLR9,Human,LRDB
CD14,ITGB2,Human,LRDB
CD14,TLR4,Human,LRDB
CD14,TLR1,Human,LRDB
COL3A1,DDR2,Human,LRDB
COL3A1,ITGB1,Human,LRDB
COL3A1,MAG,Human,LRDB
COL3A1,DDR1,Human,LRDB
IL13,IL13RA2,Human,LRDB
IL13,TMEM219,Human,LRDB
IL13,IL2RG,Human,LRDB
IL13,IL13RA1,Human,LRDB
IL13,IL4R,Human,LRDB
NLGN2,NRXN1,Human,LRDB
NLGN2,NRXN3,Human,LRDB
NLGN2,MDGA1,Human,LRDB
CXCL10,DPP4,Human,LRDB
CXCL10,SDC4,Human,LRDB
CXCL10,CXCR3,Human,LRDB
CXCL10,CCR3,Human,LRDB
CXCL10,GRM7,Human,LRDB
BMP1,BMPR2,Human,LRDB
BMP1,BMPR1A,Human,LRDB
BMP1,BMPR1B,Human,LRDB
FGB,ITGAM,Human,LRDB
FGB,ITGB1,Human,LRDB
FGB,ITGB3,Human,LRDB
FGB,ITGB2,Human,LRDB
FGB,TLR4,Human,LRDB
FGA,ITGAM,Human,LRDB
FGA,ITGAX,Human,LRDB
FGA,ITGB1,Human,LRDB
FGA,PLAUR,Human,LRDB
FGA,ITGB3,Human,LRDB
FGA,CDH5,Human,LRDB
FGA,ITGB2,Human,LRDB
FGA,TLR4,Human,LRDB
FGA,ITGAD,Human,LRDB
CXCL8,SDC1,Human,LRDB
CXCL8,SDC3,Human,LRDB
CXCL8,SDC2,Human,LRDB
CXCL8,ACKR1,Human,LRDB
CXCL8,CXCR2,Human,LRDB
CXCL8,GRM7,Human,LRDB
SEMA4C,PLXNB2,Human,LRDB
CXCL11,DPP4,Human,LRDB
CXCL11,CXCR3,Human,LRDB
CXCL11,CCR3,Human,LRDB
CXCL11,ACKR1,Human,LRDB
CXCL11,GRM7,Human,LRDB
PRND,RPSA,Human,LRDB
HAS2,HMMR,Human,LRDB
HAS2,CD44,Human,LRDB
NPTX1,NPTXR,Human,LRDB
RGMB,HJV,Human,LRDB
RGMB,BMPR2,Human,LRDB
RGMB,NEO1,Human,LRDB
RGMB,BMPR1B,Human,LRDB
F2,GP1BB,Human,LRDB
F2,F2R,Human,LRDB
F2,THBD,Human,LRDB
F2,GP1BA,Human,LRDB
INHBC,ACVR2B,Human,LRDB
INHBC,ACVR1B,Human,LRDB
CCL19,CCR10,Human,LRDB
CCL19,CXCR3,Human,LRDB
CCL19,GRM7,Human,LRDB
CCL19,ACKR2,Human,LRDB
CCL19,CCRL2,Human,LRDB
PLG,ITGAM,Human,LRDB
PLG,ITGB1,Human,LRDB
PLG,PLAUR,Human,LRDB
PLG,ITGB2,Human,LRDB
PLG,F2R,Human,LRDB
PLG,IGF2R,Human,LRDB
PLG,F3,Human,LRDB
CLCF1,CNTFR,Human,LRDB
CLCF1,CRLF1,Human,LRDB
CLCF1,IL6ST,Human,LRDB
CSHL1,GHR,Human,LRDB
LPL,GPIHBP1,Human,LRDB
LPL,CD44,Human,LRDB
LPL,SDC1,Human,LRDB
LPL,VLDLR,Human,LRDB
EFEMP2,AQP1,Human,LRDB
EFEMP2,PLSCR4,Human,LRDB
ADAM17,MUC1,Human,LRDB
ADAM17,ITGB1,Human,LRDB
ADAM17,RHBDF2,Human,LRDB
ADAM17,IL6R,Human,LRDB
ADAM17,MET,Human,LRDB
ADAM17,ERBB4,Human,LRDB
VEGFB,RET,Human,LRDB
FGF5,FGFR2,Human,LRDB
FGF5,FGFR1,Human,LRDB
FGF5,FGFR3,Human,LRDB
LEP,LEPR,Human,LRDB
GH1,GHR,Human,LRDB
GH1,PRLR,Human,LRDB
GNAI2,LPAR3,Human,LRDB
GNAI2,S1PR5,Human,LRDB
GNAI2,EDNRA,Human,LRDB
GNAI2,ADORA1,Human,LRDB
GNAI2,C5AR1,Human,LRDB
GNAI2,ADRA2B,Human,LRDB
GNAI2,F2R,Human,LRDB
GNAI2,FPR1,Human,LRDB
GNAI2,S1PR3,Human,LRDB
GNAI2,OPRM1,Human,LRDB
GNAI2,UNC5B,Human,LRDB
GNAI2,CAV1,Human,LRDB
GNAI2,PTPRU,Human,LRDB
GNAI2,TBXA2R,Human,LRDB
GNAI2,CXCR3,Human,LRDB
GNAI2,EDNRB,Human,LRDB
GNAI2,CXCR2,Human,LRDB
GNAI2,DRD2,Human,LRDB
GNAI2,ADCY7,Human,LRDB
GNAI2,TSHR,Human,LRDB
GNAI2,AGTR2,Human,LRDB
GNAI2,CNR1,Human,LRDB
ANGPT2,TIE1,Human,LRDB
ANGPT2,TEK,Human,LRDB
TLN1,ITGB3,Human,LRDB
CSH1,PRLR,Human,LRDB
AGTRAP,RACK1,Human,LRDB
PKM,CD44,Human,LRDB
CALR,MPL,Human,LRDB
CALR,TSHR,Human,LRDB
DEFB103A,CCR6,Human,LRDB
TAC1,TACR2,Human,LRDB
LPA,ITGAM,Human,LRDB
LPA,LPAR3,Human,LRDB
LPA,ITGB2,Human,LRDB
LPA,LPAR1,Human,LRDB
LPA,LPAR4,Human,LRDB
LPA,LPAR2,Human,LRDB
FGF8,FGFR2,Human,LRDB
FGF8,FGFRL1,Human,LRDB
FGF8,FGFR1,Human,LRDB
FGF8,FGFR3,Human,LRDB
FGF13,FGFR1,Human,LRDB
FGF13,SCN5A,Human,LRDB
FGF13,FGFR2,Human,LRDB
FGF13,FGFR3,Human,LRDB
FGF13,SCN8A,Human,LRDB
MMP1,CD44,Human,LRDB
PENK,OPRM1,Human,LRDB
PENK,GRM7,Human,LRDB
LAMA3,ITGB1,Human,LRDB
DEFB103B,CCR6,Human,LRDB
SEMA6D,TREM2,Human,LRDB
SEMA6D,PLXNA1,Human,LRDB
MTMR4,SMAD3,Human,LRDB
WNT11,MUSK,Human,LRDB
WNT11,KLRG2,Human,LRDB
FBN1,ITGB3,Human,LRDB
FBN1,ITGB1,Human,LRDB
PSEN1,NOTCH4,Human,LRDB
PSEN1,CD44,Human,LRDB
BGN,TLR4,Human,LRDB
BGN,TLR1,Human,LRDB
BMP8A,BMPR2,Human,LRDB
BMP8A,BMPR1A,Human,LRDB
BMP8A,BMPR1B,Human,LRDB
CSF1,SIRPA,Human,LRDB
IZUMO1,CD9,Human,LRDB
IZUMO1,IZUMO1R,Human,LRDB
P4HB,MTTP,Human,LRDB
JAG2,NOTCH4,Human,LRDB
EFNA5,EPHB6,Human,LRDB
EFNA5,EPHA7,Human,LRDB
EFNA5,EPHA10,Human,LRDB
EFNA5,EPHA3,Human,LRDB
EFNA5,EPHA5,Human,LRDB
EFNA5,EPHB1,Human,LRDB
EFNA5,EPHB2,Human,LRDB
EFNA5,EPHA6,Human,LRDB
EFNA5,EPHA2,Human,LRDB
NXPH3,NRXN1,Human,LRDB
NXPH3,NRXN3,Human,LRDB
SERPINA7,SLC16A2,Human,LRDB
NPW,NPBWR2,Human,LRDB
NPW,GRM7,Human,LRDB
NPW,NPBWR1,Human,LRDB
CTHRC1,FZD5,Human,LRDB
CTHRC1,FZD6,Human,LRDB
CTHRC1,FZD3,Human,LRDB
CNTN2,CNTNAP2,Human,LRDB
CNTN2,CNTN1,Human,LRDB
CNTN2,NRCAM,Human,LRDB
BCAN,NRCAM,Human,LRDB
GAST,CCKBR,Human,LRDB
FBLN1,ITGB1,Human,LRDB
CALCA,ADCYAP1R1,Human,LRDB
CALCA,CALCRL,Human,LRDB
CALCA,GPR84,Human,LRDB
CALCA,CALCR,Human,LRDB
CALCA,GPR20,Human,LRDB
CALCA,ADRB3,Human,LRDB
CALCA,TSHR,Human,LRDB
COL4A5,CD47,Human,LRDB
COL4A5,ITGB1,Human,LRDB
SLIT3,ROBO2,Human,LRDB
SLIT3,ROBO1,Human,LRDB
PMCH,GRM7,Human,LRDB
COL7A1,ITGB1,Human,LRDB
NPB,NPBWR2,Human,LRDB
NPB,GRM7,Human,LRDB
GH2,GHR,Human,LRDB
BTLA,VTCN1,Human,LRDB
BTLA,TNFRSF14,Human,LRDB
BTLA,CD247,Human,LRDB
TAC4,TACR2,Human,LRDB
FGF3,FGFR2,Human,LRDB
FGF3,FGFR1,Human,LRDB
FGF3,FGFR3,Human,LRDB
GHRL,PTGER3,Human,LRDB
GHRL,TBXA2R,Human,LRDB
HSP90AA1,ITGB3,Human,LRDB
HSP90AA1,FGFR3,Human,LRDB
FGG,ITGB1,Human,LRDB
FGG,ITGB3,Human,LRDB
FGG,ITGB2,Human,LRDB
FGG,TLR4,Human,LRDB
CXCL14,CXCR4,Human,LRDB
EDN3,EDNRB,Human,LRDB
EDN3,KEL,Human,LRDB
RTN4,TNFRSF19,Human,LRDB
RTN4,GJB2,Human,LRDB
RTN4,LINGO1,Human,LRDB
C1QTNF1,AVPR2,Human,LRDB
DMP1,PHEX,Human,LRDB
DMP1,ITGB3,Human,LRDB
NTN4,DCC,Human,LRDB
WNT7B,FZD4,Human,LRDB
WNT7B,TMED5,Human,LRDB
PTN,SDC1,Human,LRDB
PTN,SDC3,Human,LRDB
PTN,PTPRZ1,Human,LRDB
PTN,PTPRS,Human,LRDB
PTN,ALK,Human,LRDB
NCR3LG1,NCR3,Human,LRDB
COL9A3,ITGB1,Human,LRDB
COL9A3,MAG,Human,LRDB
SLPI,PLSCR4,Human,LRDB
ICAM4,ITGAM,Human,LRDB
ICAM4,ITGAL,Human,LRDB
ICAM4,ITGA4,Human,LRDB
ICAM4,ITGB3,Human,LRDB
ICAM4,ITGB2,Human,LRDB
ICAM4,ITGB1,Human,LRDB
ICAM4,RHAG,Human,LRDB
TNFSF13,TNFRSF14,Human,LRDB
TNFSF13,FAS,Human,LRDB
HMGB1,SDC1,Human,LRDB
HMGB1,TLR9,Human,LRDB
HMGB1,THBD,Human,LRDB
HMGB1,TLR4,Human,LRDB
HMGB1,CXCR4,Human,LRDB
HMGB1,AGER,Human,LRDB
HMGB1,CD163,Human,LRDB
FYN,SPN,Human,LRDB
FN1,ITGA4,Human,LRDB
FN1,ITGB3,Human,LRDB
FN1,C5AR1,Human,LRDB
FN1,ITGA6,Human,LRDB
FN1,ITGA8,Human,LRDB
FN1,DPP4,Human,LRDB
FN1,CD44,Human,LRDB
FN1,ITGB1,Human,LRDB
FN1,TMPRSS6,Human,LRDB
FN1,COL13A1,Human,LRDB
FN1,TSHR,Human,LRDB
FN1,MAG,Human,LRDB
COL18A1,ITGB1,Human,LRDB
COL18A1,ITGB3,Human,LRDB
COL18A1,GPC4,Human,LRDB
HP,ITGAM,Human,LRDB
HP,ITGB2,Human,LRDB
HP,TLR4,Human,LRDB
HP,CD163,Human,LRDB
RSPO1,LGR6,Human,LRDB
RSPO1,LGR4,Human,LRDB
RSPO1,ZNRF3,Human,LRDB
RSPO1,FZD8,Human,LRDB
RSPO3,LGR6,Human,LRDB
RSPO3,LGR4,Human,LRDB
RSPO3,SDC4,Human,LRDB
RSPO3,FZD8,Human,LRDB
ADAM15,ITGB1,Human,LRDB
ADAM15,ITGB3,Human,LRDB
CALM1,KCNQ3,Human,LRDB
CALM1,GRM3,Human,LRDB
CALM1,CALCR,Human,LRDB
CALM1,GRM4,Human,LRDB
CALM1,CRHR1,Human,LRDB
CALM1,GRM7,Human,LRDB
CALM1,MYLK,Human,LRDB
CALM1,PDE1A,Human,LRDB
CALM1,HMMR,Human,LRDB
CALM1,ADCYAP1R1,Human,LRDB
CALM1,OPRM1,Human,LRDB
CALM1,RYR2,Human,LRDB
CALM1,GLP1R,Human,LRDB
CALM1,PDE1C,Human,LRDB
CALM1,TRPC3,Human,LRDB
CALM1,SCN10A,Human,LRDB
CALM1,AQP6,Human,LRDB
CALM1,PTPRA,Human,LRDB
CALM1,MYLK2,Human,LRDB
CALM1,SCN4A,Human,LRDB
COL9A1,ITGB1,Human,LRDB
COL9A1,MAG,Human,LRDB
GIP,ADCYAP1R1,Human,LRDB
GIP,GIPR,Human,LRDB
GIP,DPP4,Human,LRDB
GIP,TSHR,Human,LRDB
GIP,GPR20,Human,LRDB
GIP,GPR84,Human,LRDB
APOA4,LDLR,Human,LRDB
SEMA4F,NRP2,Human,LRDB
GAD1,GRM4,Human,LRDB
ITIH2,FCER1A,Human,LRDB
ALKAL1,ALK,Human,LRDB
NLGN3,NRXN1,Human,LRDB
NLGN3,NRXN3,Human,LRDB
CCL20,CXCR3,Human,LRDB
CCL20,CCR6,Human,LRDB
FGF17,FGFR2,Human,LRDB
FGF17,FGFR1,Human,LRDB
PYY,NPY5R,Human,LRDB
PYY,DPP4,Human,LRDB
PYY,NPY1R,Human,LRDB
PYY,NPY4R,Human,LRDB
F8,LDLR,Human,LRDB
