external_gene_name,mouse_ensembl_gene_id,human_ensembl_gene_id,hgnc_symbol
Ighv9-1,ENSMUSG00000096805,ENSG00000282122,IGHV7-4-1
Trbv13-1,ENSMUSG00000076467,ENSG00000211717,TRBV10-1
Trbv13-2,ENSMUSG00000076469,ENSG00000211717,TRBV10-1
Trbv13-3,ENSMUSG00000076470,ENSG00000211717,TRBV10-1
Trbv31,ENSMUSG00000076499,ENSG00000237254,TRBV30
Trbv14,ENSMUSG00000076471,ENSG00000211720,TRBV11-1
Trbv13-1,ENSMUSG00000076467,ENSG00000275791,TRBV10-3
Trbv13-2,ENSMUSG00000076469,ENSG00000275791,TRBV10-3
Trbv13-3,ENSMUSG00000076470,ENSG00000275791,TRBV10-3
Trbv13-1,ENSMUSG00000076467,ENSG00000229769,TRBV10-2
Trbv13-2,ENSMUSG00000076469,ENSG00000229769,TRBV10-2
Trbv13-3,ENSMUSG00000076470,ENSG00000229769,TRBV10-2
Tmem275,ENSMUSG00000034185,ENSG00000282881,TMEM275
E130218I03Rik,ENSMUSG00000086322,ENSG00000236782,ZNF593OS
Or4m1,ENSMUSG00000045306,ENSG00000182974,OR4M2B
Gm39653,ENSMUSG00000115378,ENSG00000235118,FAM237A
Mymx,ENSMUSG00000079471,ENSG00000262179,MYMX
Epp13,ENSMUSG00000053367,ENSG00000267710,EDDM13
Ctxnd1,ENSMUSG00000097789,ENSG00000259417,CTXND1
Tex50,ENSMUSG00000049160,ENSG00000232113,TEX50
Smim32,ENSMUSG00000110086,ENSG00000271824,SMIM32
Tex51,ENSMUSG00000109238,ENSG00000237524,TEX51
Spem3,ENSMUSG00000109737,ENSG00000283439,SPEM3
Smim27,ENSMUSG00000028407,ENSG00000235453,SMIM27
Ctxnd2,ENSMUSG00000105734,ENSG00000283324,CTXND2
Prss51,ENSMUSG00000052099,ENSG00000253649,PRSS51
4933424G06Rik,ENSMUSG00000102416,ENSG00000228486,C2orf92
Smim35,ENSMUSG00000091996,ENSG00000255274,SMIM35
Litafd,ENSMUSG00000107252,ENSG00000283516,LITAFD
Smim31,ENSMUSG00000074300,ENSG00000248771,SMIM31
Gm55978,ENSMUSG00000118272,ENSG00000284479,SMIM39
Smim33,ENSMUSG00000073598,ENSG00000283288,SMIM33
Gm13420,ENSMUSG00000079497,ENSG00000283526,PRRT1B
A730046J19Rik,ENSMUSG00000085139,ENSG00000260802,SERTM2
Trav15-2-dv6-2,ENSMUSG00000076848,ENSG00000211804,TRDV1
Trav15-1-dv6-1,ENSMUSG00000094016,ENSG00000211804,TRDV1
Trav15n-1,ENSMUSG00000094413,ENSG00000211804,TRDV1
Trav15d-1-dv6d-1,ENSMUSG00000096653,ENSG00000211804,TRDV1
Trav15n-2,ENSMUSG00000104915,ENSG00000211804,TRDV1
Trav15d-2-dv6d-2,ENSMUSG00000105953,ENSG00000211804,TRDV1
Trbv3,ENSMUSG00000076463,ENSG00000226660,TRBV2
Trbv15,ENSMUSG00000076472,ENSG00000275158,TRBV12-5
Trbv16,ENSMUSG00000076473,ENSG00000275158,TRBV12-5
Pmis2,ENSMUSG00000049761,ENSG00000283758,PMIS2
Or1r1,ENSMUSG00000049041,ENSG00000180042,OR1R1P
Gm42517,ENSMUSG00000105867,ENSG00000273238,TMEM271
Smim38,ENSMUSG00000109305,ENSG00000284713,SMIM38
Or5d3,ENSMUSG00000075128,ENSG00000186886,OR5D3P
Or5d44,ENSMUSG00000080713,ENSG00000186886,OR5D3P
Or5d45,ENSMUSG00000083855,ENSG00000186886,OR5D3P
Smim41,ENSMUSG00000075408,ENSG00000284791,SMIM41
OR5BS1P,ENSMUSG00000108728,ENSG00000198678,OR5BS1P
Or2a51,ENSMUSG00000048693,ENSG00000212807,OR2A42
Or2a20,ENSMUSG00000059411,ENSG00000212807,OR2A42
Or2a57,ENSMUSG00000061210,ENSG00000212807,OR2A42
Or51f23b,ENSMUSG00000110008,ENSG00000197674,OR51C1P
Trbv5,ENSMUSG00000076465,ENSG00000211745,TRBV4-2
Trbv4,ENSMUSG00000107486,ENSG00000237702,TRBV3-1
Trbv5,ENSMUSG00000076465,ENSG00000211710,TRBV4-1
Trbv14,ENSMUSG00000076471,ENSG00000276597,TRBV11-3
Trbv29,ENSMUSG00000076480,ENSG00000211753,TRBV28
Trbv30,ENSMUSG00000076481,ENSG00000232869,TRBV29-1
Trbc1,ENSMUSG00000076490,ENSG00000211772,TRBC2
Trbc2,ENSMUSG00000076498,ENSG00000211772,TRBC2
Slc12a8,ENSMUSG00000035506,ENSG00000221955,SLC12A8
Ttc26,ENSMUSG00000056832,ENSG00000105948,TTC26
Fer1l5,ENSMUSG00000037432,ENSG00000249715,FER1L5
Esyt2,ENSMUSG00000021171,ENSG00000117868,ESYT2
Esyt3,ENSMUSG00000037681,ENSG00000158220,ESYT3
Trdv2-2,ENSMUSG00000076866,ENSG00000211817,TRAV38-2DV8
Trdv5,ENSMUSG00000076873,ENSG00000256590,TRDV3
Iglc2,ENSMUSG00000076937,ENSG00000211685,IGLC7
Iglc3,ENSMUSG00000105547,ENSG00000211685,IGLC7
Iglc1,ENSMUSG00000105906,ENSG00000211685,IGLC7
Iglc4,ENSMUSG00000106039,ENSG00000211685,IGLC7
Shtn1,ENSMUSG00000041362,ENSG00000187164,SHTN1
Slc5a10,ENSMUSG00000042371,ENSG00000154025,SLC5A10
Tmem82,ENSMUSG00000043085,ENSG00000162460,TMEM82
Gxylt2,ENSMUSG00000030074,ENSG00000172986,GXYLT2
Tmem72,ENSMUSG00000048108,ENSG00000187783,TMEM72
Clrn2,ENSMUSG00000049530,ENSG00000249581,CLRN2
Arhgap10,ENSMUSG00000037148,ENSG00000071205,ARHGAP10
Irgm1,ENSMUSG00000046879,ENSG00000237693,IRGM
Irgm2,ENSMUSG00000069874,ENSG00000237693,IRGM
Igtp,ENSMUSG00000078853,ENSG00000237693,IRGM
Ano9,ENSMUSG00000054662,ENSG00000185101,ANO9
Slc22a23,ENSMUSG00000038267,ENSG00000137266,SLC22A23
Odam,ENSMUSG00000009580,ENSG00000109205,ODAM
Fam168b,ENSMUSG00000037503,ENSG00000152102,FAM168B
Tspan11,ENSMUSG00000030351,ENSG00000110900,TSPAN11
Igsf23,ENSMUSG00000040498,ENSG00000216588,IGSF23
Prss38,ENSMUSG00000049291,ENSG00000185888,PRSS38
Ssc5d,ENSMUSG00000035279,ENSG00000179954,SSC5D
Sertm1,ENSMUSG00000056306,ENSG00000180440,SERTM1
Frmd3,ENSMUSG00000049122,ENSG00000172159,FRMD3
Dytn,ENSMUSG00000069085,ENSG00000232125,DYTN
Ccdc78,ENSMUSG00000071202,ENSG00000162004,CCDC78
Tmem213,ENSMUSG00000029829,ENSG00000214128,TMEM213
Tmem218,ENSMUSG00000032121,ENSG00000150433,TMEM218
Smco3,ENSMUSG00000043298,ENSG00000179256,SMCO3
Fam234b,ENSMUSG00000030207,ENSG00000084444,FAM234B
Ccdc66,ENSMUSG00000046753,ENSG00000180376,CCDC66
Tmem89,ENSMUSG00000025652,ENSG00000183396,TMEM89
Tmem131l,ENSMUSG00000033767,ENSG00000121210,TMEM131L
Smim30,ENSMUSG00000052419,ENSG00000214194,SMIM30
Klrg2,ENSMUSG00000071537,ENSG00000188883,KLRG2
Rab19,ENSMUSG00000029923,ENSG00000146955,RAB19
Prss37,ENSMUSG00000029909,ENSG00000165076,PRSS37
Or2a25,ENSMUSG00000045708,ENSG00000221933,OR2A25
Mia2,ENSMUSG00000021000,ENSG00000271079,CTAGE15
Mia2,ENSMUSG00000021000,ENSG00000236761,CTAGE9
Slc35f4,ENSMUSG00000021852,ENSG00000151812,SLC35F4
Clec18a,ENSMUSG00000033633,ENSG00000157322,CLEC18A
Cfap69,ENSMUSG00000040473,ENSG00000105792,CFAP69
Psd,ENSMUSG00000037126,ENSG00000059915,PSD
Rgsl1,ENSMUSG00000042641,ENSG00000121446,RGSL1
Megf11,ENSMUSG00000036466,ENSG00000157890,MEGF11
Cdhr4,ENSMUSG00000032595,ENSG00000187492,CDHR4
Tmem150b,ENSMUSG00000046456,ENSG00000180061,TMEM150B
Pinlyp,ENSMUSG00000011632,ENSG00000234465,PINLYP
Ccdc88b,ENSMUSG00000047810,ENSG00000168071,CCDC88B
Vwa3a,ENSMUSG00000030889,ENSG00000175267,VWA3A
Rnf222,ENSMUSG00000046490,ENSG00000189051,RNF222
Or6c74,ENSMUSG00000044897,ENSG00000197706,OR6C74
Izumo1r,ENSMUSG00000031933,ENSG00000183560,IZUMO1R
Lrit2,ENSMUSG00000043418,ENSG00000204033,LRIT2
Palm3,ENSMUSG00000047986,ENSG00000187867,PALM3
Syndig1l,ENSMUSG00000071234,ENSG00000183379,SYNDIG1L
Or5h19,ENSMUSG00000043357,ENSG00000233412,OR5H15
Or5h18,ENSMUSG00000047960,ENSG00000233412,OR5H15
Or5h25,ENSMUSG00000060057,ENSG00000233412,OR5H15
Or5h17,ENSMUSG00000062105,ENSG00000233412,OR5H15
Or5h22,ENSMUSG00000064006,ENSG00000233412,OR5H15
Or5h23,ENSMUSG00000094539,ENSG00000233412,OR5H15
Or5h26,ENSMUSG00000096695,ENSG00000233412,OR5H15
Or6c68,ENSMUSG00000049573,ENSG00000205327,OR6C68
Myadml2,ENSMUSG00000025141,ENSG00000185105,MYADML2
Tmem8b,ENSMUSG00000078716,ENSG00000137103,TMEM8B
Btbd17,ENSMUSG00000000202,ENSG00000204347,BTBD17
Tmem247,ENSMUSG00000037689,ENSG00000284701,TMEM247
Or5k8,ENSMUSG00000060663,ENSG00000206536,OR5K3
Or5k3,ENSMUSG00000062608,ENSG00000206536,OR5K3
Or5k14,ENSMUSG00000063137,ENSG00000206536,OR5K3
Antxrl,ENSMUSG00000047441,ENSG00000274209,ANTXRL
Gm30083,ENSMUSG00000115726,ENSG00000274209,ANTXRL
Or6c6,ENSMUSG00000095075,ENSG00000188324,OR6C6
Or6c6c,ENSMUSG00000095401,ENSG00000188324,OR6C6
Trabd2b,ENSMUSG00000070867,ENSG00000269113,TRABD2B
Tmem235,ENSMUSG00000070330,ENSG00000204278,TMEM235
Smco2,ENSMUSG00000030292,ENSG00000165935,SMCO2
Tcaf2,ENSMUSG00000029851,ENSG00000170379,TCAF2
Fam187a,ENSMUSG00000075510,ENSG00000214447,FAM187A
Mfsd2b,ENSMUSG00000037336,ENSG00000205639,MFSD2B
Tmem191,ENSMUSG00000055692,ENSG00000206140,TMEM191C
Tmem221,ENSMUSG00000043664,ENSG00000188051,TMEM221
Tlcd2,ENSMUSG00000038217,ENSG00000185561,TLCD2
Iglon5,ENSMUSG00000013367,ENSG00000142549,IGLON5
Or51f1,ENSMUSG00000060888,ENSG00000280021,OR51F1
Or51f1d,ENSMUSG00000073960,ENSG00000280021,OR51F1
Or51f1e,ENSMUSG00000078080,ENSG00000280021,OR51F1
Smim9,ENSMUSG00000073094,ENSG00000203870,SMIM9
Or2t44,ENSMUSG00000059504,ENSG00000177462,OR2T8
Serinc4,ENSMUSG00000046110,ENSG00000184716,SERINC4
Tvp23a,ENSMUSG00000050908,ENSG00000166676,TVP23A
Or4c10,ENSMUSG00000049149,ENSG00000185926,OR4C46
Or5h19,ENSMUSG00000043357,ENSG00000236032,OR5H14
Or5h18,ENSMUSG00000047960,ENSG00000236032,OR5H14
Or5h25,ENSMUSG00000060057,ENSG00000236032,OR5H14
Or5h17,ENSMUSG00000062105,ENSG00000236032,OR5H14
Or5h22,ENSMUSG00000064006,ENSG00000236032,OR5H14
Or5h23,ENSMUSG00000094539,ENSG00000236032,OR5H14
Or5h26,ENSMUSG00000096695,ENSG00000236032,OR5H14
Otol1,ENSMUSG00000027788,ENSG00000182447,OTOL1
Mansc4,ENSMUSG00000072662,ENSG00000205693,MANSC4
Mymk,ENSMUSG00000009214,ENSG00000187616,MYMK
Lilra6,ENSMUSG00000030427,ENSG00000187116,LILRA5
Pirb,ENSMUSG00000058818,ENSG00000187116,LILRA5
Lilra5,ENSMUSG00000070873,ENSG00000187116,LILRA5
Pira12,ENSMUSG00000074417,ENSG00000187116,LILRA5
Pira13,ENSMUSG00000074419,ENSG00000187116,LILRA5
Pira1,ENSMUSG00000081665,ENSG00000187116,LILRA5
Pira2,ENSMUSG00000089942,ENSG00000187116,LILRA5
Unc119b,ENSMUSG00000046562,ENSG00000175970,UNC119B
Or6c70,ENSMUSG00000059134,ENSG00000184954,OR6C70
Or6c217,ENSMUSG00000061961,ENSG00000184954,OR6C70
Slc15a5,ENSMUSG00000044378,ENSG00000188991,SLC15A5
Igip,ENSMUSG00000110185,ENSG00000182700,IGIP
Lrrc3c,ENSMUSG00000086545,ENSG00000204913,LRRC3C
Cd8b1,ENSMUSG00000053044,ENSG00000254126,CD8B2
Tmem238l,ENSMUSG00000085683,ENSG00000263429,TMEM238L
Or6c65,ENSMUSG00000049894,ENSG00000205328,OR6C65
Pcnx2,ENSMUSG00000060212,ENSG00000135749,PCNX2
Tmem88b,ENSMUSG00000073680,ENSG00000205116,TMEM88B
Or5h19,ENSMUSG00000043357,ENSG00000231192,OR5H1
Or5h18,ENSMUSG00000047960,ENSG00000231192,OR5H1
Or5h25,ENSMUSG00000060057,ENSG00000231192,OR5H1
Or5h17,ENSMUSG00000062105,ENSG00000231192,OR5H1
Or5h22,ENSMUSG00000064006,ENSG00000231192,OR5H1
Or5h23,ENSMUSG00000094539,ENSG00000231192,OR5H1
Or5h26,ENSMUSG00000096695,ENSG00000231192,OR5H1
Tmem200c,ENSMUSG00000095407,ENSG00000206432,TMEM200C
Shisal2b,ENSMUSG00000042655,ENSG00000145642,SHISAL2B
Or6c75,ENSMUSG00000044025,ENSG00000187857,OR6C75
Or5b21,ENSMUSG00000046272,ENSG00000198283,OR5B21
Shisa7,ENSMUSG00000053550,ENSG00000187902,SHISA7
Smim23,ENSMUSG00000020270,ENSG00000185662,SMIM23
Vstm2b,ENSMUSG00000039257,ENSG00000187135,VSTM2B
Tmem210,ENSMUSG00000026963,ENSG00000185863,TMEM210
Or2ag2b,ENSMUSG00000036744,ENSG00000188124,OR2AG2
Or2ag15,ENSMUSG00000051591,ENSG00000188124,OR2AG2
Or2ag12,ENSMUSG00000051680,ENSG00000188124,OR2AG2
Or2ag16,ENSMUSG00000059087,ENSG00000188124,OR2AG2
Or2ag1b,ENSMUSG00000064223,ENSG00000188124,OR2AG2
Or2ag20,ENSMUSG00000073900,ENSG00000188124,OR2AG2
Or2ag19,ENSMUSG00000073901,ENSG00000188124,OR2AG2
Or2ag18,ENSMUSG00000094493,ENSG00000188124,OR2AG2
Or2ag17,ENSMUSG00000096714,ENSG00000188124,OR2AG2
Or2ag13,ENSMUSG00000108948,ENSG00000188124,OR2AG2
Or2ag1,ENSMUSG00000109058,ENSG00000188124,OR2AG2
Or2ag2,ENSMUSG00000109354,ENSG00000188124,OR2AG2
Aqp12,ENSMUSG00000045091,ENSG00000185176,AQP12B
Gm884,ENSMUSG00000034239,ENSG00000238083,LRRC37A2
Lrrc37a,ENSMUSG00000078632,ENSG00000238083,LRRC37A2
Or6c76,ENSMUSG00000050251,ENSG00000185821,OR6C76
Or6c76b,ENSMUSG00000052818,ENSG00000185821,OR6C76
Ifitm10,ENSMUSG00000045777,ENSG00000244242,IFITM10
Tmem212,ENSMUSG00000043164,ENSG00000186329,TMEM212
Or5k15,ENSMUSG00000044029,ENSG00000196098,OR5K4
Or5k16,ENSMUSG00000090629,ENSG00000196098,OR5K4
Or5k17,ENSMUSG00000090951,ENSG00000196098,OR5K4
Gm884,ENSMUSG00000034239,ENSG00000176681,LRRC37A
Lrrc37a,ENSMUSG00000078632,ENSG00000176681,LRRC37A
Sntn,ENSMUSG00000044772,ENSG00000188817,SNTN
Or4c127,ENSMUSG00000051313,ENSG00000260811,OR4C45
Or4c52,ENSMUSG00000059112,ENSG00000260811,OR4C45
Or4c126,ENSMUSG00000061295,ENSG00000260811,OR4C45
Col6a6,ENSMUSG00000043719,ENSG00000206384,COL6A6
Gje1,ENSMUSG00000019867,ENSG00000203733,GJE1
Ifitm5,ENSMUSG00000025489,ENSG00000206013,IFITM5
Or2at4,ENSMUSG00000073998,ENSG00000171561,OR2AT4
2300009A05Rik,ENSMUSG00000032403,ENSG00000189227,C15orf61
Slc38a8,ENSMUSG00000034224,ENSG00000166558,SLC38A8
Ttll8,ENSMUSG00000022388,ENSG00000138892,TTLL8
Kncn,ENSMUSG00000073774,ENSG00000162456,KNCN
Myh7b,ENSMUSG00000074652,ENSG00000078814,MYH7B
Arhgap32,ENSMUSG00000041444,ENSG00000134909,ARHGAP32
Disp2,ENSMUSG00000040035,ENSG00000140323,DISP2
Cd300lb,ENSMUSG00000063193,ENSG00000178789,CD300LB
Clca1,ENSMUSG00000028255,ENSG00000016490,CLCA1
Efcab7,ENSMUSG00000073791,ENSG00000203965,EFCAB7
Gabrr3,ENSMUSG00000074991,ENSG00000183185,GABRR3
Bbip1,ENSMUSG00000084957,ENSG00000214413,BBIP1
Gsg1l2,ENSMUSG00000097886,ENSG00000214978,GSG1L2
Serpine3,ENSMUSG00000091155,ENSG00000253309,SERPINE3
Higd1c,ENSMUSG00000093550,ENSG00000214511,HIGD1C
Elapor2,ENSMUSG00000056004,ENSG00000164659,ELAPOR2
Grxcr1,ENSMUSG00000068082,ENSG00000215203,GRXCR1
Vstm5,ENSMUSG00000031937,ENSG00000214376,VSTM5
Kcnu1,ENSMUSG00000031576,ENSG00000215262,KCNU1
1700093K21Rik,ENSMUSG00000020286,ENSG00000237651,C2orf74
Oosp1,ENSMUSG00000041857,ENSG00000284873,OOSP1
Col6a5,ENSMUSG00000091345,ENSG00000172752,COL6A5
Upk3bl,ENSMUSG00000006143,ENSG00000267368,UPK3BL1
Myo1g,ENSMUSG00000020437,ENSG00000136286,MYO1G
Espn,ENSMUSG00000028943,ENSG00000187017,ESPN
Ism1,ENSMUSG00000074766,ENSG00000101230,ISM1
C1qtnf9,ENSMUSG00000071347,ENSG00000205863,C1QTNF9B
Myo9a,ENSMUSG00000039585,ENSG00000066933,MYO9A
Vwc2l,ENSMUSG00000045648,ENSG00000174453,VWC2L
Smim1,ENSMUSG00000078350,ENSG00000235169,SMIM1
Tmem229a,ENSMUSG00000048022,ENSG00000234224,TMEM229A
Pate3,ENSMUSG00000094995,ENSG00000236027,PATE3
Tmem114,ENSMUSG00000022715,ENSG00000232258,TMEM114
Tmem233,ENSMUSG00000079278,ENSG00000224982,TMEM233
Shisa9,ENSMUSG00000022494,ENSG00000237515,SHISA9
Spata31,ENSMUSG00000056223,ENSG00000177910,SPATA31C2
Tarm1,ENSMUSG00000053338,ENSG00000248385,TARM1
Kcnj12,ENSMUSG00000042529,ENSG00000260458,KCNJ18
Trdc,ENSMUSG00000104876,ENSG00000211829,TRDC
Shisa8,ENSMUSG00000096883,ENSG00000234965,SHISA8
Iglc2,ENSMUSG00000076937,ENSG00000254709,IGLL5
Iglc3,ENSMUSG00000105547,ENSG00000254709,IGLL5
Iglc1,ENSMUSG00000105906,ENSG00000254709,IGLL5
Iglc4,ENSMUSG00000106039,ENSG00000254709,IGLL5
Tmem150c,ENSMUSG00000050640,ENSG00000249242,TMEM150C
Ajm1,ENSMUSG00000029419,ENSG00000232434,AJM1
Rasa4,ENSMUSG00000004952,ENSG00000170667,RASA4B
Prrt4,ENSMUSG00000079654,ENSG00000224940,PRRT4
Tmem238,ENSMUSG00000030431,ENSG00000233493,TMEM238
Hhla1,ENSMUSG00000072511,ENSG00000132297,HHLA1
Tmem232,ENSMUSG00000045036,ENSG00000186952,TMEM232
Inafm1,ENSMUSG00000091811,ENSG00000257704,INAFM1
1700029I15Rik,ENSMUSG00000044916,ENSG00000234776,C11orf94
Upk3bl,ENSMUSG00000006143,ENSG00000284981,UPK3BL2
Rnf223,ENSMUSG00000110404,ENSG00000237330,RNF223
Tmem262,ENSMUSG00000047733,ENSG00000187066,TMEM262
Fndc10,ENSMUSG00000074738,ENSG00000228594,FNDC10
1110032F04Rik,ENSMUSG00000046999,ENSG00000180044,C3orf80
Tmem250-ps,ENSMUSG00000087679,ENSG00000238227,TMEM250
Ly6l,ENSMUSG00000093626,ENSG00000261667,LY6L
Smlr1,ENSMUSG00000096546,ENSG00000256162,SMLR1
Tmem178b,ENSMUSG00000057716,ENSG00000261115,TMEM178B
Tgfbr3l,ENSMUSG00000089736,ENSG00000260001,TGFBR3L
Cldn34c4,ENSMUSG00000043569,ENSG00000234469,CLDN34
Cldn34b2,ENSMUSG00000057402,ENSG00000234469,CLDN34
Cldn34b3,ENSMUSG00000071738,ENSG00000234469,CLDN34
Cldn34b1,ENSMUSG00000072100,ENSG00000234469,CLDN34
Cldn34b4,ENSMUSG00000073085,ENSG00000234469,CLDN34
Cldn34c1,ENSMUSG00000079450,ENSG00000234469,CLDN34
Cldn34d,ENSMUSG00000079525,ENSG00000234469,CLDN34
Cldn34a,ENSMUSG00000091863,ENSG00000234469,CLDN34
Cldn34c2,ENSMUSG00000095474,ENSG00000234469,CLDN34
Gm2411,ENSMUSG00000118415,ENSG00000234469,CLDN34
Cldn34c3,ENSMUSG00000118430,ENSG00000234469,CLDN34
Gm5945,ENSMUSG00000118483,ENSG00000234469,CLDN34
Ccdc188,ENSMUSG00000090777,ENSG00000234409,CCDC188
Ccer2,ENSMUSG00000096257,ENSG00000262484,CCER2
Smim22,ENSMUSG00000096215,ENSG00000267795,SMIM22
Rnf225,ENSMUSG00000033967,ENSG00000269855,RNF225
Sgk1,ENSMUSG00000019970,ENSG00000118515,SGK1
Fzd9,ENSMUSG00000049551,ENSG00000188763,FZD9
Gpr25,ENSMUSG00000052759,ENSG00000170128,GPR25
Myo1c,ENSMUSG00000017774,ENSG00000197879,MYO1C
Snap23,ENSMUSG00000027287,ENSG00000092531,SNAP23
Hax1,ENSMUSG00000027944,ENSG00000143575,HAX1
Fxyd1,ENSMUSG00000036570,ENSG00000266964,FXYD1
Ccl24,ENSMUSG00000004814,ENSG00000106178,CCL24
Kcnk1,ENSMUSG00000033998,ENSG00000135750,KCNK1
Stxbp3,ENSMUSG00000027882,ENSG00000116266,STXBP3
Masp2,ENSMUSG00000028979,ENSG00000009724,MASP2
Rab27b,ENSMUSG00000024511,ENSG00000041353,RAB27B
Hrk,ENSMUSG00000046607,ENSG00000135116,HRK
Tlr4,ENSMUSG00000039005,ENSG00000136869,TLR4
Rhod,ENSMUSG00000041845,ENSG00000173156,RHOD
Apbb1,ENSMUSG00000037032,ENSG00000166313,APBB1
Lgals8,ENSMUSG00000057554,ENSG00000116977,LGALS8
Has3,ENSMUSG00000031910,ENSG00000103044,HAS3
Grm8,ENSMUSG00000024211,ENSG00000179603,GRM8
Cort,ENSMUSG00000028971,ENSG00000241563,CORT
Bmpr1b,ENSMUSG00000052430,ENSG00000138696,BMPR1B
Sirpa,ENSMUSG00000037902,ENSG00000101307,SIRPB1
Sirpb1c,ENSMUSG00000074677,ENSG00000101307,SIRPB1
Gm5150,ENSMUSG00000078780,ENSG00000101307,SIRPB1
Gm9733,ENSMUSG00000078783,ENSG00000101307,SIRPB1
Sirpb1b,ENSMUSG00000095028,ENSG00000101307,SIRPB1
Sirpb1a,ENSMUSG00000095788,ENSG00000101307,SIRPB1
Agrp,ENSMUSG00000005705,ENSG00000159723,AGRP
F2rl2,ENSMUSG00000021675,ENSG00000164220,F2RL2
Gpr31b,ENSMUSG00000071311,ENSG00000120436,GPR31
Lefty1,ENSMUSG00000038793,ENSG00000143768,LEFTY2
Lefty2,ENSMUSG00000066652,ENSG00000143768,LEFTY2
Tulp1,ENSMUSG00000037446,ENSG00000112041,TULP1
Tulp2,ENSMUSG00000023467,ENSG00000104804,TULP2
Clic1,ENSMUSG00000007041,ENSG00000213719,CLIC1
Tnfrsf11b,ENSMUSG00000063727,ENSG00000164761,TNFRSF11B
Upk1a,ENSMUSG00000006313,ENSG00000105668,UPK1A
Slc28a1,ENSMUSG00000025726,ENSG00000156222,SLC28A1
Matn2,ENSMUSG00000022324,ENSG00000132561,MATN2
Qsox1,ENSMUSG00000033684,ENSG00000116260,QSOX1
P2ry10,ENSMUSG00000050921,ENSG00000078589,P2RY10
Pde2a,ENSMUSG00000110195,ENSG00000186642,PDE2A
Ccrl2,ENSMUSG00000043953,ENSG00000121797,CCRL2
Dnm1l,ENSMUSG00000022789,ENSG00000087470,DNM1L
Pik3c2a,ENSMUSG00000030660,ENSG00000011405,PIK3C2A
Gfra2,ENSMUSG00000022103,ENSG00000168546,GFRA2
Lst1,ENSMUSG00000073412,ENSG00000204482,LST1
Golim4,ENSMUSG00000034109,ENSG00000173905,GOLIM4
Agrn,ENSMUSG00000041936,ENSG00000188157,AGRN
Slc17a3,ENSMUSG00000036083,ENSG00000124564,SLC17A3
Btnl12,ENSMUSG00000108763,ENSG00000026950,BTN3A1
Bin1,ENSMUSG00000024381,ENSG00000136717,BIN1
Cldn5,ENSMUSG00000041378,ENSG00000184113,CLDN5
Lad1,ENSMUSG00000041782,ENSG00000159166,LAD1
Krit1,ENSMUSG00000000600,ENSG00000001631,KRIT1
Chl1,ENSMUSG00000030077,ENSG00000134121,CHL1
Dll1,ENSMUSG00000014773,ENSG00000198719,DLL1
Cacna1a,ENSMUSG00000034656,ENSG00000141837,CACNA1A
Sdcbp,ENSMUSG00000028249,ENSG00000137575,SDCBP
Ddx3x,ENSMUSG00000000787,ENSG00000215301,DDX3X
Cxcr6,ENSMUSG00000048521,ENSG00000172215,CXCR6
Rnaset2b,ENSMUSG00000094724,ENSG00000026297,RNASET2
Rnaset2a,ENSMUSG00000095687,ENSG00000026297,RNASET2
Gm13304,ENSMUSG00000073878,ENSG00000137077,CCL21
Ccl21d,ENSMUSG00000094065,ENSG00000137077,CCL21
Ccl21a,ENSMUSG00000094686,ENSG00000137077,CCL21
Ccl21b,ENSMUSG00000095675,ENSG00000137077,CCL21
Gm10591,ENSMUSG00000096596,ENSG00000137077,CCL21
Mfng,ENSMUSG00000018169,ENSG00000100060,MFNG
Ackr2,ENSMUSG00000044534,ENSG00000144648,ACKR2
Gabrp,ENSMUSG00000020159,ENSG00000094755,GABRP
Podxl,ENSMUSG00000025608,ENSG00000128567,PODXL
Fcnb,ENSMUSG00000026835,ENSG00000085265,FCN1
Ccn1,ENSMUSG00000028195,ENSG00000142871,CCN1
Slc17a2,ENSMUSG00000036110,ENSG00000112337,SLC17A2
Ccl22,ENSMUSG00000031779,ENSG00000102962,CCL22
Ntn3,ENSMUSG00000117406,ENSG00000162068,NTN3
Wnt10b,ENSMUSG00000022996,ENSG00000169884,WNT10B
Pik3c2b,ENSMUSG00000026447,ENSG00000133056,PIK3C2B
Wnt7a,ENSMUSG00000030093,ENSG00000154764,WNT7A
Dlgap1,ENSMUSG00000003279,ENSG00000170579,DLGAP1
Sh2b2,ENSMUSG00000005057,ENSG00000160999,SH2B2
Cldn13,ENSMUSG00000008843,ENSG00000189143,CLDN4
Plpp1,ENSMUSG00000021759,ENSG00000067113,PLPP1
Plpp3,ENSMUSG00000028517,ENSG00000162407,PLPP3
Islr,ENSMUSG00000037206,ENSG00000129009,ISLR
Nrg2,ENSMUSG00000060275,ENSG00000158458,NRG2
Socs7,ENSMUSG00000038485,ENSG00000274211,SOCS7
Adgrb1,ENSMUSG00000034730,ENSG00000181790,ADGRB1
Aqp7,ENSMUSG00000028427,ENSG00000165269,AQP7
Ptprt,ENSMUSG00000053141,ENSG00000196090,PTPRT
C2cd2l,ENSMUSG00000032120,ENSG00000172375,C2CD2L
Astn1,ENSMUSG00000026587,ENSG00000152092,ASTN1
Fcho1,ENSMUSG00000070000,ENSG00000130475,FCHO1
Hspb6,ENSMUSG00000036854,ENSG00000004776,HSPB6
Or7a36,ENSMUSG00000046493,ENSG00000185385,OR7A17
Or7a40,ENSMUSG00000048101,ENSG00000185385,OR7A17
